report_id,report_date,category,content_type,reported_user_id,region,status,resolution_time_hours,decision,reviewer_type,queue_name,reporter_user_id
8391,2024-09-07,hate,short,1308,US,resolved,7.0,warned,auto,abuse_queue,4802
8392,2024-01-09,spam,comment,1620,UK,resolved,4.0,rejected,auto,spam_queue,323
8393,2024-03-19,spam,comment,68,Germany,resolved,31.0,removed,human,spam_queue,4201
8394,2024-02-21,spam,video,4240,UK,resolved,5.0,removed,auto,spam_queue,4395
8395,2024-09-25,spam,comment,2028,Germany,open,,removed,auto,spam_queue,7850
8396,2024-08-13,spam,comment,147,UK,open,,removed,human,spam_queue,987
8397,2024-02-20,spam,video,185,Brazil,resolved,2.0,removed,auto,spam_queue,208
8398,2024-07-04,spam,comment,363,US,resolved,30.0,ignored,human,spam_queue,6393
8399,2024-02-03,copyright,comment,4125,India,resolved,4.0,ignored,auto,copyright_queue,6121
8400,2024-10-17,spam,comment,3407,India,resolved,5.0,removed,auto,spam_queue,4962
8401,2024-08-17,spam,video,19,Germany,resolved,5.0,rejected,auto,spam_queue,2114
8402,2024-05-10,copyright,comment,3827,UK,resolved,2.0,removed,auto,copyright_queue,1892
8403,2024-04-29,harassment,short,2996,US,resolved,54.0,removed,human,abuse_queue,289
8404,2024-11-21,spam,comment,3909,India,open,,removed,auto,spam_queue,7385
8405,2024-09-03,spam,video,21,US,resolved,2.0,removed,auto,spam_queue,5054
8406,2024-07-10,copyright,short,3520,India,resolved,25.0,ignored,human,copyright_queue,4076
8407,2024-11-18,spam,video,2669,US,resolved,3.0,removed,auto,spam_queue,5555
8408,2024-07-28,harassment,video,3779,India,resolved,34.0,removed,human,abuse_queue,6235
8409,2024-04-12,hate,short,171,UK,resolved,49.0,removed,human,abuse_queue,6489
8410,2024-11-24,spam,comment,83,India,resolved,7.0,removed,human,spam_queue,112
8411,2024-05-12,harassment,comment,1504,Brazil,open,,removed,human,abuse_queue,5244
8412,2024-11-18,copyright,video,12,India,resolved,21.0,removed,human,copyright_queue,1643
8413,2024-05-18,harassment,video,457,Brazil,resolved,10.0,removed,auto,abuse_queue,1945
8414,2024-04-30,spam,video,322,UK,resolved,5.0,removed,auto,spam_queue,6379
8415,2024-04-03,hate,comment,3466,Germany,resolved,10.0,removed,auto,abuse_queue,65
8416,2024-05-08,harassment,video,2294,Germany,resolved,22.0,removed,human,abuse_queue,4055
8417,2024-03-31,harassment,video,128,US,resolved,41.0,removed,human,abuse_queue,159
8418,2024-04-01,harassment,video,1162,India,resolved,26.0,warned,human,abuse_queue,5257
8419,2024-03-03,spam,comment,3267,India,resolved,4.0,removed,auto,spam_queue,1637
8420,2024-01-29,spam,comment,1545,Brazil,resolved,2.0,rejected,auto,spam_queue,6781
8421,2024-07-28,spam,short,794,Brazil,resolved,45.0,warned,human,spam_queue,254
8422,2024-01-12,spam,video,385,US,open,,removed,human,spam_queue,1827
8423,2024-11-28,spam,comment,3702,UK,resolved,4.0,warned,auto,spam_queue,1362
8424,2024-10-23,spam,comment,4716,Germany,open,,rejected,human,spam_queue,299
8425,2024-05-09,spam,comment,2843,Brazil,resolved,19.0,warned,human,spam_queue,1148
8426,2024-10-19,hate,video,62,UK,resolved,24.0,removed,human,abuse_queue,225
8427,2024-06-21,hate,comment,1361,Germany,resolved,35.0,removed,human,abuse_queue,4610
8428,2024-07-26,harassment,video,87,Germany,resolved,13.0,removed,auto,abuse_queue,423
8429,2024-01-24,spam,comment,50,India,open,,removed,auto,spam_queue,798
8430,2024-04-08,spam,comment,1035,Germany,open,,removed,auto,spam_queue,1760
8431,2024-12-21,spam,video,4546,UK,resolved,5.0,removed,auto,spam_queue,4467
8432,2024-05-18,harassment,comment,1964,Germany,resolved,32.0,removed,human,abuse_queue,344
8433,2024-11-09,hate,short,14,Brazil,resolved,49.0,removed,human,abuse_queue,4205
8434,2024-06-22,spam,video,2963,UK,resolved,4.0,removed,auto,spam_queue,5332
8435,2024-01-29,harassment,video,183,Germany,open,,removed,human,abuse_queue,917
8436,2024-05-22,harassment,comment,1977,US,resolved,17.0,removed,human,abuse_queue,2802
8437,2024-11-11,harassment,comment,167,US,resolved,51.0,rejected,human,abuse_queue,105
8438,2024-12-16,spam,comment,3081,UK,resolved,29.0,warned,human,spam_queue,892
8439,2024-02-11,harassment,video,161,Brazil,open,,warned,human,abuse_queue,4502
8440,2024-10-25,harassment,video,4682,Germany,resolved,11.0,removed,auto,abuse_queue,5095
8441,2024-07-26,spam,video,91,Brazil,open,,removed,auto,spam_queue,4025
8442,2024-11-25,spam,video,28,India,resolved,24.0,removed,human,spam_queue,130
8443,2024-07-10,spam,short,49,UK,resolved,5.0,removed,auto,spam_queue,281
8444,2024-06-08,spam,video,1936,India,resolved,2.0,removed,auto,spam_queue,201
8445,2024-03-04,spam,video,1056,UK,resolved,4.0,warned,auto,spam_queue,2031
8446,2024-08-30,spam,short,265,UK,open,,rejected,auto,spam_queue,108
8447,2024-09-14,spam,short,2429,Germany,resolved,4.0,removed,auto,spam_queue,5148
8448,2024-05-31,spam,video,4212,Brazil,resolved,3.0,removed,auto,spam_queue,2656
8449,2024-08-02,spam,comment,1473,Brazil,resolved,2.0,rejected,auto,spam_queue,4709
8450,2024-11-17,harassment,comment,141,Brazil,resolved,12.0,removed,auto,abuse_queue,7915
8451,2024-06-14,hate,video,3233,India,resolved,43.0,removed,human,abuse_queue,6667
8452,2024-01-31,spam,comment,113,US,resolved,2.0,removed,auto,spam_queue,7651
8453,2024-08-19,spam,short,4616,Brazil,resolved,4.0,warned,auto,spam_queue,66
8454,2024-10-08,hate,comment,1417,Germany,resolved,23.0,rejected,human,abuse_queue,209
8455,2024-01-29,harassment,comment,3516,UK,resolved,57.0,removed,human,abuse_queue,3971
8456,2024-07-13,spam,comment,58,US,open,,ignored,auto,spam_queue,7421
8457,2024-11-29,harassment,comment,3517,Brazil,resolved,49.0,removed,human,abuse_queue,1396
8458,2024-09-12,spam,comment,4035,US,resolved,19.0,removed,human,spam_queue,6468
8459,2024-10-07,harassment,video,4165,US,resolved,27.0,removed,human,abuse_queue,5493
8460,2024-10-30,copyright,comment,424,Germany,resolved,35.0,rejected,human,copyright_queue,270
8461,2024-11-16,spam,short,4352,UK,resolved,4.0,warned,auto,spam_queue,3259
8462,2024-11-18,copyright,video,188,US,resolved,5.0,rejected,auto,copyright_queue,273
8463,2024-12-11,spam,video,2693,India,resolved,30.0,ignored,human,spam_queue,143
8464,2024-10-20,harassment,comment,2932,Brazil,resolved,12.0,removed,auto,abuse_queue,6861
8465,2024-03-27,spam,comment,41,UK,resolved,1.0,removed,auto,spam_queue,3869
8466,2024-05-28,hate,short,2741,Germany,resolved,30.0,removed,human,abuse_queue,6026
8467,2024-09-05,spam,video,1840,US,resolved,5.0,warned,auto,spam_queue,870
8468,2024-11-16,harassment,comment,473,UK,resolved,39.0,removed,human,abuse_queue,7210
8469,2024-10-09,hate,comment,1866,US,resolved,12.0,removed,auto,abuse_queue,7251
8470,2024-12-27,spam,comment,91,Germany,resolved,3.0,warned,auto,spam_queue,7002
8471,2024-07-16,spam,comment,42,India,resolved,2.0,ignored,auto,spam_queue,1512
8472,2024-02-13,spam,comment,584,Germany,resolved,2.0,warned,auto,spam_queue,16
8473,2024-12-21,harassment,video,3520,India,resolved,25.0,removed,human,abuse_queue,5298
8474,2024-01-28,hate,comment,2034,UK,resolved,38.0,removed,human,abuse_queue,2315
8475,2024-01-17,spam,video,2178,India,open,,removed,human,spam_queue,5556
8476,2024-05-06,harassment,video,3185,US,resolved,32.0,removed,human,abuse_queue,7670
8477,2024-06-16,spam,comment,4534,UK,resolved,43.0,removed,human,spam_queue,4183
8478,2024-08-31,spam,comment,2199,India,resolved,34.0,removed,human,spam_queue,7416
8479,2024-03-16,spam,comment,612,Germany,open,,removed,human,spam_queue,7334
8480,2024-08-18,harassment,comment,86,Germany,open,,removed,human,abuse_queue,6323
8481,2024-07-22,copyright,comment,849,US,resolved,22.0,removed,human,copyright_queue,171
8482,2024-09-04,hate,comment,4412,Brazil,resolved,40.0,rejected,human,abuse_queue,3545
8483,2024-10-28,spam,video,91,UK,resolved,3.0,rejected,auto,spam_queue,5040
8484,2024-08-01,harassment,short,947,Germany,resolved,28.0,removed,human,abuse_queue,1300
8485,2024-08-02,spam,comment,4415,Brazil,resolved,1.0,warned,auto,spam_queue,7795
8486,2024-06-06,spam,video,2065,India,resolved,11.0,removed,human,spam_queue,172
8487,2024-03-09,spam,comment,1696,Germany,resolved,5.0,warned,auto,spam_queue,4772
8488,2024-03-25,spam,short,3712,US,resolved,5.0,removed,auto,spam_queue,261
8489,2024-09-23,harassment,video,753,US,resolved,5.0,removed,auto,abuse_queue,2450
8490,2024-03-09,spam,video,1452,UK,open,,warned,human,spam_queue,5
8491,2024-04-08,copyright,comment,40,Germany,open,,removed,auto,copyright_queue,5292
8492,2024-12-12,spam,video,69,UK,resolved,4.0,removed,auto,spam_queue,48
8493,2024-08-03,spam,comment,86,Brazil,resolved,5.0,removed,auto,spam_queue,1842
8494,2024-06-09,spam,comment,145,UK,resolved,5.0,removed,auto,spam_queue,6790
8495,2024-04-03,spam,video,2212,India,open,,rejected,auto,spam_queue,7189
8496,2024-06-22,copyright,short,11,US,resolved,39.0,ignored,human,copyright_queue,5624
8497,2024-06-13,spam,comment,3892,Germany,resolved,1.0,removed,auto,spam_queue,4604
8498,2024-04-24,copyright,short,938,Brazil,resolved,3.0,ignored,auto,copyright_queue,4916
8499,2024-08-07,spam,comment,2381,India,resolved,2.0,warned,auto,spam_queue,197
8500,2024-01-31,spam,comment,172,US,resolved,4.0,rejected,auto,spam_queue,4831
8501,2024-01-11,spam,comment,4538,Brazil,resolved,3.0,rejected,auto,spam_queue,1253
8502,2024-12-08,hate,comment,66,Germany,resolved,20.0,removed,human,abuse_queue,5320
8503,2024-05-09,spam,video,1874,US,resolved,38.0,ignored,human,spam_queue,110
8504,2024-04-14,copyright,short,3019,Germany,resolved,38.0,ignored,human,copyright_queue,89
8505,2024-01-27,spam,video,198,Brazil,resolved,2.0,ignored,auto,spam_queue,1511
8506,2024-08-14,spam,comment,129,India,resolved,2.0,removed,auto,spam_queue,4528
8507,2024-01-02,harassment,video,2705,Brazil,resolved,18.0,removed,human,abuse_queue,130
8508,2024-12-24,spam,short,1558,Brazil,resolved,14.0,removed,human,spam_queue,6989
8509,2024-04-10,spam,comment,3636,US,resolved,1.0,ignored,auto,spam_queue,91
8510,2024-01-21,hate,comment,3032,Germany,resolved,31.0,removed,human,abuse_queue,5563
8511,2024-02-27,spam,comment,84,India,resolved,1.0,removed,auto,spam_queue,7777
8512,2024-06-28,harassment,comment,293,Germany,resolved,50.0,removed,human,abuse_queue,5576
8513,2024-12-06,spam,comment,1382,Brazil,open,,removed,human,spam_queue,1453
8514,2024-12-14,spam,comment,3986,India,resolved,4.0,removed,auto,spam_queue,2197
8515,2024-01-20,spam,comment,3439,Brazil,open,,ignored,auto,spam_queue,427
8516,2024-09-11,harassment,video,198,India,resolved,45.0,removed,human,abuse_queue,87
8517,2024-11-12,hate,video,176,India,resolved,54.0,removed,human,abuse_queue,7710
8518,2024-02-07,harassment,short,789,UK,resolved,14.0,removed,auto,abuse_queue,7561
8519,2024-05-27,hate,comment,1095,US,resolved,22.0,removed,human,abuse_queue,7898
8520,2024-01-25,spam,short,3393,Germany,resolved,1.0,removed,auto,spam_queue,98
8521,2024-04-30,spam,video,110,US,open,,rejected,human,spam_queue,3474
8522,2024-01-26,spam,comment,2727,Brazil,resolved,6.0,warned,human,spam_queue,100
8523,2024-06-17,hate,video,2516,India,resolved,23.0,removed,human,abuse_queue,7646
8524,2024-11-18,hate,comment,1228,India,resolved,13.0,removed,auto,abuse_queue,3783
8525,2024-08-12,spam,comment,2122,India,resolved,4.0,ignored,auto,spam_queue,5126
8526,2024-01-01,spam,comment,1,Germany,resolved,14.0,removed,human,spam_queue,118
8527,2024-11-02,harassment,video,1113,Brazil,resolved,32.0,removed,human,abuse_queue,3286
8528,2024-09-17,hate,video,110,UK,resolved,12.0,removed,auto,abuse_queue,1700
8529,2024-01-13,hate,comment,4719,Germany,resolved,33.0,removed,human,abuse_queue,741
8530,2024-02-17,spam,comment,3398,India,resolved,26.0,removed,human,spam_queue,959
8531,2024-11-08,harassment,video,1401,UK,resolved,25.0,removed,human,abuse_queue,7816
8532,2024-10-17,hate,comment,3296,US,resolved,53.0,warned,human,abuse_queue,6983
8533,2024-11-27,spam,video,140,Brazil,resolved,5.0,removed,auto,spam_queue,3249
8534,2024-04-03,harassment,video,304,India,resolved,54.0,removed,human,abuse_queue,7181
8535,2024-09-17,spam,comment,3019,US,resolved,1.0,warned,auto,spam_queue,702
8536,2024-10-04,spam,comment,3,India,resolved,3.0,removed,auto,spam_queue,3923
8537,2024-12-24,copyright,video,73,Germany,resolved,38.0,rejected,human,copyright_queue,5869
8538,2024-07-23,copyright,comment,4622,Germany,resolved,40.0,rejected,human,copyright_queue,3548
8539,2024-07-03,spam,video,4165,Germany,resolved,1.0,removed,auto,spam_queue,1468
8540,2024-06-23,spam,comment,96,Brazil,open,,removed,human,spam_queue,2857
8541,2024-11-04,harassment,comment,74,Brazil,resolved,44.0,removed,human,abuse_queue,3699
8542,2024-03-09,spam,short,2875,UK,resolved,3.0,removed,auto,spam_queue,5037
8543,2024-04-13,spam,comment,97,Germany,resolved,22.0,ignored,human,spam_queue,2342
8544,2024-09-02,spam,video,3452,UK,resolved,4.0,rejected,auto,spam_queue,6010
8545,2024-06-09,harassment,comment,3551,India,resolved,22.0,removed,human,abuse_queue,209
8546,2024-07-18,spam,comment,2016,UK,resolved,3.0,ignored,auto,spam_queue,1907
8547,2024-08-03,harassment,video,393,Germany,resolved,51.0,removed,human,abuse_queue,6509
8548,2024-07-30,spam,video,2149,Brazil,resolved,3.0,removed,auto,spam_queue,5147
8549,2024-01-16,hate,video,166,India,resolved,43.0,removed,human,abuse_queue,2703
8550,2024-11-27,copyright,comment,3030,UK,resolved,4.0,ignored,auto,copyright_queue,5804
8551,2024-07-23,harassment,video,144,UK,resolved,49.0,removed,human,abuse_queue,6551
8552,2024-12-30,spam,comment,2502,Brazil,open,,removed,auto,spam_queue,1096
8553,2024-02-08,spam,comment,3480,Brazil,open,,ignored,auto,spam_queue,2350
8554,2024-03-29,harassment,comment,722,Brazil,resolved,9.0,removed,auto,abuse_queue,5730
8555,2024-09-12,copyright,comment,142,Brazil,open,,removed,human,copyright_queue,7190
8556,2024-09-10,spam,comment,104,Brazil,resolved,20.0,removed,human,spam_queue,2107
8557,2024-08-03,spam,comment,631,US,resolved,29.0,removed,human,spam_queue,1595
8558,2024-10-29,spam,video,2586,US,resolved,2.0,removed,auto,spam_queue,472
8559,2024-06-20,spam,comment,1383,Brazil,resolved,5.0,removed,auto,spam_queue,1656
8560,2024-05-16,spam,comment,1797,Germany,resolved,4.0,removed,auto,spam_queue,4257
8561,2024-06-26,copyright,video,2223,UK,resolved,23.0,removed,human,copyright_queue,279
8562,2024-03-17,spam,comment,177,US,resolved,4.0,removed,auto,spam_queue,4313
8563,2024-07-06,spam,comment,3149,US,resolved,2.0,removed,auto,spam_queue,4328
8564,2024-01-15,copyright,comment,157,India,open,,removed,human,copyright_queue,194
8565,2024-10-18,spam,comment,3396,US,resolved,4.0,rejected,auto,spam_queue,1181
8566,2024-11-14,hate,video,21,UK,resolved,28.0,removed,human,abuse_queue,6372
8567,2024-11-20,spam,comment,185,Brazil,resolved,1.0,removed,auto,spam_queue,80
8568,2024-08-01,copyright,comment,2090,India,resolved,3.0,removed,auto,copyright_queue,2808
8569,2024-07-26,spam,comment,32,Germany,resolved,20.0,rejected,human,spam_queue,577
8570,2024-06-17,copyright,video,4066,Brazil,resolved,41.0,rejected,human,copyright_queue,4155
8571,2024-11-25,spam,video,2426,India,open,,removed,auto,spam_queue,65
8572,2024-10-06,spam,video,4102,US,open,,removed,human,spam_queue,2012
8573,2024-10-31,spam,short,263,Germany,resolved,3.0,rejected,auto,spam_queue,7963
8574,2024-05-25,spam,comment,181,Germany,resolved,46.0,warned,human,spam_queue,41
8575,2024-09-19,spam,short,1048,India,resolved,3.0,rejected,auto,spam_queue,6074
8576,2024-01-04,copyright,comment,168,Germany,resolved,9.0,removed,human,copyright_queue,6438
8577,2024-03-30,spam,comment,3352,UK,resolved,21.0,removed,human,spam_queue,116
8578,2024-02-29,harassment,comment,643,UK,resolved,45.0,removed,human,abuse_queue,5432
8579,2024-11-06,spam,video,1382,UK,resolved,4.0,removed,auto,spam_queue,4832
8580,2024-01-16,hate,comment,2678,India,open,,removed,human,abuse_queue,1677
8581,2024-08-14,harassment,comment,1079,US,open,,removed,human,abuse_queue,4918
8582,2024-01-29,copyright,video,2402,Germany,resolved,1.0,removed,auto,copyright_queue,5402
8583,2024-05-30,spam,video,522,Brazil,resolved,33.0,ignored,human,spam_queue,296
8584,2024-09-01,spam,comment,4363,Germany,resolved,10.0,removed,human,spam_queue,2692
8585,2024-09-26,spam,comment,3128,Germany,resolved,3.0,ignored,auto,spam_queue,160
8586,2024-03-19,harassment,video,3597,Brazil,resolved,49.0,removed,human,abuse_queue,5484
8587,2024-10-15,harassment,comment,4154,Germany,resolved,6.0,removed,auto,abuse_queue,2657
8588,2024-06-01,hate,comment,2111,India,resolved,10.0,removed,auto,abuse_queue,6117
8589,2024-10-03,spam,video,3472,India,resolved,2.0,rejected,auto,spam_queue,7901
8590,2024-10-05,harassment,video,4596,Germany,open,,removed,human,abuse_queue,7987
8591,2024-02-26,copyright,comment,4791,Germany,resolved,43.0,removed,human,copyright_queue,7174
8592,2024-07-04,spam,video,1050,UK,resolved,5.0,removed,auto,spam_queue,7694
8593,2024-04-02,spam,comment,1645,Germany,resolved,1.0,removed,auto,spam_queue,7285
8594,2024-10-02,harassment,comment,3428,Germany,resolved,57.0,rejected,human,abuse_queue,2912
8595,2024-06-06,spam,comment,4469,UK,resolved,2.0,rejected,auto,spam_queue,145
8596,2024-10-01,harassment,short,2112,Germany,open,,removed,human,abuse_queue,5884
8597,2024-06-29,harassment,comment,2503,UK,resolved,12.0,removed,auto,abuse_queue,3045
8598,2024-12-24,copyright,video,2324,Germany,resolved,33.0,removed,human,copyright_queue,150
8599,2024-03-17,hate,comment,3556,UK,resolved,41.0,removed,human,abuse_queue,7802
8600,2024-05-30,harassment,video,3326,India,open,,removed,auto,abuse_queue,269
8601,2024-08-25,spam,comment,3635,Brazil,resolved,15.0,rejected,human,spam_queue,223
8602,2024-10-15,spam,short,4906,Brazil,resolved,2.0,removed,auto,spam_queue,4811
8603,2024-08-18,hate,video,3501,UK,resolved,49.0,removed,human,abuse_queue,3193
8604,2024-01-18,harassment,short,44,India,open,,removed,auto,abuse_queue,1092
8605,2024-03-13,hate,short,3423,Germany,resolved,30.0,removed,human,abuse_queue,4731
8606,2024-07-07,spam,short,2945,India,resolved,5.0,rejected,auto,spam_queue,456
8607,2024-01-17,spam,comment,191,UK,resolved,15.0,warned,human,spam_queue,2209
8608,2024-01-19,spam,comment,3993,India,open,,rejected,auto,spam_queue,2648
8609,2024-08-06,spam,video,1097,Germany,resolved,18.0,warned,human,spam_queue,1402
8610,2024-11-21,hate,comment,3756,Brazil,resolved,12.0,removed,auto,abuse_queue,708
8611,2024-04-29,harassment,comment,134,Brazil,resolved,14.0,rejected,auto,abuse_queue,2903
8612,2024-04-10,spam,video,115,India,resolved,4.0,removed,auto,spam_queue,780
8613,2024-02-03,harassment,comment,595,India,resolved,14.0,removed,auto,abuse_queue,4709
8614,2024-03-24,hate,video,154,US,open,,removed,auto,abuse_queue,3139
8615,2024-07-14,harassment,comment,111,Brazil,resolved,9.0,removed,auto,abuse_queue,32
8616,2024-11-25,harassment,short,163,India,resolved,9.0,removed,auto,abuse_queue,5246
8617,2024-07-20,spam,comment,192,UK,open,,removed,auto,spam_queue,3675
8618,2024-12-09,hate,comment,83,India,open,,removed,auto,abuse_queue,7625
8619,2024-12-06,spam,comment,1548,India,resolved,2.0,removed,auto,spam_queue,4625
8620,2024-01-11,hate,video,176,US,resolved,13.0,removed,auto,abuse_queue,2780
8621,2024-12-12,hate,video,4359,UK,resolved,20.0,removed,human,abuse_queue,7395
8622,2024-08-05,hate,comment,45,US,resolved,56.0,removed,human,abuse_queue,4562
8623,2024-09-09,copyright,video,184,UK,resolved,12.0,removed,human,copyright_queue,4075
8624,2024-08-09,harassment,short,3873,Brazil,resolved,18.0,removed,human,abuse_queue,3739
8625,2024-03-20,spam,short,724,Brazil,resolved,1.0,removed,auto,spam_queue,212
8626,2024-01-07,spam,video,175,Germany,resolved,4.0,removed,auto,spam_queue,7287
8627,2024-09-28,spam,video,1601,UK,open,,removed,auto,spam_queue,721
8628,2024-08-14,spam,comment,659,India,resolved,19.0,removed,human,spam_queue,231
8629,2024-01-16,spam,comment,4939,Brazil,resolved,2.0,removed,auto,spam_queue,2427
8630,2024-01-12,harassment,video,3084,Brazil,resolved,16.0,removed,human,abuse_queue,6821
8631,2024-10-17,spam,video,1328,Brazil,resolved,1.0,removed,auto,spam_queue,1356
8632,2024-08-28,spam,comment,3448,India,resolved,4.0,ignored,auto,spam_queue,6637
8633,2024-01-21,hate,comment,1770,UK,resolved,10.0,removed,human,abuse_queue,245
8634,2024-06-26,harassment,video,2485,Germany,resolved,33.0,removed,human,abuse_queue,323
8635,2024-08-15,copyright,comment,2265,India,open,,ignored,human,copyright_queue,5360
8636,2024-09-29,spam,short,173,Germany,resolved,5.0,warned,auto,spam_queue,6679
8637,2024-10-14,harassment,video,561,UK,resolved,13.0,removed,auto,abuse_queue,2381
8638,2024-10-23,spam,comment,135,Brazil,resolved,42.0,removed,human,spam_queue,306
8639,2024-05-13,spam,short,4983,UK,resolved,3.0,removed,auto,spam_queue,4005
8640,2024-10-09,harassment,video,4945,UK,open,,removed,auto,abuse_queue,69
8641,2024-06-01,spam,video,95,UK,open,,removed,human,spam_queue,1871
8642,2024-03-06,spam,comment,1697,India,resolved,1.0,removed,auto,spam_queue,4478
8643,2024-05-16,harassment,comment,54,Brazil,resolved,14.0,removed,auto,abuse_queue,2697
8644,2024-04-01,hate,comment,4020,India,resolved,22.0,removed,human,abuse_queue,5575
8645,2024-11-12,harassment,video,62,Germany,resolved,37.0,warned,human,abuse_queue,2834
8646,2024-09-15,spam,comment,2528,Germany,resolved,3.0,removed,auto,spam_queue,684
8647,2024-04-12,spam,video,94,US,resolved,1.0,removed,auto,spam_queue,6063
8648,2024-02-24,spam,short,959,Brazil,resolved,1.0,removed,auto,spam_queue,3059
8649,2024-09-13,copyright,comment,101,Brazil,resolved,25.0,ignored,human,copyright_queue,6943
8650,2024-04-10,hate,comment,4179,Germany,resolved,18.0,removed,human,abuse_queue,83
8651,2024-07-16,spam,video,4267,India,resolved,4.0,removed,auto,spam_queue,4743
8652,2024-10-27,spam,short,160,UK,resolved,3.0,removed,auto,spam_queue,1873
8653,2024-08-13,harassment,video,2569,India,resolved,14.0,removed,auto,abuse_queue,7503
8654,2024-08-24,spam,video,1140,Brazil,open,,removed,auto,spam_queue,6670
8655,2024-01-26,copyright,video,4467,UK,resolved,46.0,removed,human,copyright_queue,7132
8656,2024-04-30,hate,short,3040,UK,resolved,13.0,removed,auto,abuse_queue,234
8657,2024-06-30,spam,comment,1586,US,open,,warned,auto,spam_queue,5342
8658,2024-07-17,spam,short,3497,Germany,resolved,32.0,removed,human,spam_queue,228
8659,2024-10-28,hate,video,758,India,open,,removed,auto,abuse_queue,195
8660,2024-09-11,spam,comment,4680,US,resolved,3.0,removed,auto,spam_queue,4069
8661,2024-05-01,harassment,comment,4735,India,resolved,12.0,removed,auto,abuse_queue,6992
8662,2024-01-31,spam,comment,3440,India,resolved,5.0,rejected,auto,spam_queue,7914
8663,2024-11-10,spam,comment,1161,Brazil,resolved,37.0,removed,human,spam_queue,124
8664,2024-10-11,harassment,comment,1923,Brazil,resolved,12.0,warned,auto,abuse_queue,264
8665,2024-04-15,spam,short,3949,India,resolved,4.0,removed,auto,spam_queue,5764
8666,2024-08-11,spam,comment,194,Germany,resolved,2.0,rejected,auto,spam_queue,137
8667,2024-09-29,spam,short,4653,India,resolved,15.0,ignored,human,spam_queue,4912
8668,2024-08-19,harassment,comment,142,Germany,resolved,13.0,removed,auto,abuse_queue,180
8669,2024-09-12,harassment,short,3878,UK,resolved,5.0,removed,auto,abuse_queue,1176
8670,2024-01-24,spam,comment,1797,Brazil,resolved,1.0,removed,auto,spam_queue,7874
8671,2024-04-18,harassment,comment,148,Germany,resolved,57.0,removed,human,abuse_queue,3851
8672,2024-07-09,spam,video,1511,India,resolved,2.0,warned,auto,spam_queue,4654
8673,2024-12-12,spam,comment,74,UK,open,,warned,auto,spam_queue,4887
8674,2024-01-25,harassment,video,4211,US,resolved,52.0,removed,human,abuse_queue,4659
8675,2024-07-05,harassment,video,2898,Germany,resolved,11.0,removed,auto,abuse_queue,3181
8676,2024-10-14,spam,comment,1775,US,resolved,23.0,removed,human,spam_queue,3460
8677,2024-04-25,spam,comment,28,US,resolved,8.0,ignored,human,spam_queue,204
8678,2024-12-03,spam,comment,2411,Germany,resolved,3.0,rejected,auto,spam_queue,500
8679,2024-12-31,hate,comment,2168,Brazil,resolved,23.0,removed,human,abuse_queue,960
8680,2024-02-06,spam,comment,4777,US,resolved,47.0,rejected,human,spam_queue,5818
8681,2024-10-08,spam,comment,116,Brazil,resolved,15.0,removed,human,spam_queue,3576
8682,2024-05-16,spam,comment,3890,UK,open,,warned,auto,spam_queue,7855
8683,2024-08-14,spam,comment,85,India,resolved,9.0,removed,human,spam_queue,161
8684,2024-11-15,hate,comment,61,US,resolved,7.0,removed,auto,abuse_queue,113
8685,2024-11-23,spam,video,180,Germany,resolved,1.0,removed,auto,spam_queue,5292
8686,2024-06-30,harassment,comment,1084,UK,resolved,47.0,warned,human,abuse_queue,6815
8687,2024-12-27,spam,video,4658,UK,resolved,27.0,rejected,human,spam_queue,6365
8688,2024-03-26,spam,short,88,US,resolved,2.0,removed,auto,spam_queue,2538
8689,2024-02-22,spam,comment,4217,UK,resolved,6.0,removed,human,spam_queue,1631
8690,2024-12-13,spam,comment,1503,India,resolved,4.0,removed,auto,spam_queue,7159
8691,2024-12-20,spam,video,889,India,resolved,43.0,removed,human,spam_queue,1893
8692,2024-08-22,hate,comment,32,UK,resolved,8.0,removed,auto,abuse_queue,5121
8693,2024-09-23,harassment,comment,2548,Brazil,resolved,7.0,removed,auto,abuse_queue,3991
8694,2024-10-13,spam,video,4819,Brazil,resolved,9.0,rejected,human,spam_queue,7853
8695,2024-04-09,spam,comment,173,US,resolved,1.0,removed,auto,spam_queue,7962
8696,2024-03-27,spam,comment,171,India,resolved,32.0,rejected,human,spam_queue,7605
8697,2024-01-15,harassment,video,52,US,open,,removed,human,abuse_queue,7533
8698,2024-04-10,hate,video,189,Germany,resolved,50.0,removed,human,abuse_queue,2348
8699,2024-06-13,copyright,video,121,UK,resolved,16.0,ignored,human,copyright_queue,2296
8700,2024-01-29,harassment,video,4399,Brazil,resolved,24.0,removed,human,abuse_queue,84
8701,2024-04-23,spam,video,2992,US,resolved,21.0,removed,human,spam_queue,2220
8702,2024-04-16,harassment,video,2347,Germany,resolved,43.0,removed,human,abuse_queue,5498
8703,2024-12-29,spam,comment,3252,India,open,,removed,auto,spam_queue,218
8704,2024-05-09,harassment,short,479,UK,resolved,21.0,removed,human,abuse_queue,6040
8705,2024-03-24,spam,video,4173,UK,resolved,9.0,warned,human,spam_queue,7768
8706,2024-09-27,spam,video,3332,India,resolved,45.0,removed,human,spam_queue,7268
8707,2024-08-31,spam,video,1171,Germany,resolved,15.0,warned,human,spam_queue,23
8708,2024-08-01,spam,video,126,US,resolved,3.0,removed,auto,spam_queue,4669
